hcpcs_code,hcpcs_desc,tot_services,num_npi,num_per_npi
36245,Insertion of catheter into abdominal pelvic or leg artery,1590.0,9,176.67
J7050,"Infusion, normal saline solution , 250 cc",1581.0,2,790.5
63710,Placement of spinal cord graft,1577.0,21,75.1
J7799,"Noc drugs, other than inhalation drugs, administered through dme",1577.0,5,315.4
92547,Use of vertical electrodes during eye or balance evaluation,1565.0,5,313.0
70360,X-ray of soft tissue of neck,1548.0,1,1548.0
72128,CT scan of middle spine,1540.0,22,70.0
85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",1534.0,22,69.73
74220,X-ray of esophagus,1532.0,1,1532.0
62165,Removal of pituitary gland tumor using an endoscope,1516.0,32,47.38
61154,Aspiration of blood accumulation in brain,1507.0,67,22.49
99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",1489.0,3,496.33
11045,Removal of skin and tissue,1483.0,6,247.17
73221,MRI scan of arm joint arm joint,1482.0,23,64.43
62320,Injection of substance into spinal canal of upper or middle back,1478.0,5,295.6
0398T,Destruction of tissue of brain using MRI guidance,1465.0,25,58.6
92540,"Observation, testing, and recording of abnormal eye movement",1453.0,10,145.3
22525,Injection of bone cement body of middle or lower spine bone,1431.0,48,29.81
70371,Imaging of voice box with speech evaluation,1413.0,1,1413.0
G0340,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of treatme",1413.0,1,1413.0
74018,"X-ray of abdomen, 1 view",1408.0,10,140.8
64479,Injection of upper or middle spine nerve root using imaging guidance,1388.0,18,77.11
64633,Injection of upper or middle spinal facet joint nerve using imaging guidance,1371.0,9,152.33
73030,"X-ray of shoulder, minimum of 2 views",1359.0,18,75.5
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",1356.0,2,678.0
93923,Ultrasound study of arteries of legs with functional maneuvers,1322.0,7,188.86
93040,Tracing of electrical activity of heart using 1-3 leads with interpretation and report,1320.0,3,440.0
20611,Aspiration and/or injection of major joint or joint capsule with recording and reporting using ultrasound guidance,1320.0,3,440.0
97124,"Therapeutic massage to 1 or more areas, each 15 minutes",1313.0,3,437.67
99220,Hospital observation care typically 70 minutes,1299.0,31,41.9
G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",1287.0,54,23.83
61864,Implantation of neurostimulator electrodes in brain,1287.0,21,61.29
73502,"X-ray of hip with pelvis, 2-3 views",1279.0,27,47.37
64999,Nervous system procedure,1269.0,17,74.65
93890,Ultrasound scanning for medication response in head and neck vessel blood flow (inside the brain),1255.0,3,418.33
63091,Partial or complete removal of spine bone with release of spinal cord or nerves,1246.0,8,155.75
99349,"Established patient home visit, typically 40 minutes",1243.0,3,414.33
62282,Injection of spinal canal to destroy nerve,1216.0,5,243.2
64718,Release of ulnar nerve at elbow with relocation to new site,1213.0,23,52.74
72265,Radiological supervision and interpretation X-ray of lower spinal canal,1211.0,13,93.15
99310,"Follow-up nursing facility visit per day, typically 35 minutes",1204.0,6,200.67
Q3014,Telehealth originating site facility fee,1203.0,6,200.5
64405,"Injection of anesthetic agent, greater occipital nerve",1193.0,20,59.65
15769,Self soft tissue graft,1190.0,20,59.5
63017,Partial removal of bone with release of spinal cord or spinal nerves,1182.0,31,38.13
64445,"Injection of anesthetic agent, sciatic nerve",1163.0,4,290.75
61618,Repair of brain covering by tissue or synthetic graft,1150.0,31,37.1
61070,Aspiration or injection of cerebrospinal fluid shunt tubing or reservoir,1147.0,11,104.27
95974,Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or subsequent to surgery first hour,1142.0,29,39.38
99306,"Initial nursing facility visit, typically 45 minutes per day",1141.0,7,163.0
36222,Insertion of catheter into neck artery for diagnosis or treatment,1134.0,22,51.55
20650,Insertion and removal of wire or pin with bone traction,1114.0,4,278.5
96116,"Neurobehavioral status examination, interpretation, and report by psychologist or physician per hour",1096.0,7,156.57
61548,Excision of pituitary gland tumor,1094.0,14,78.14
99219,Hospital observation care typically 50 minutes,1090.0,33,33.03
80048,"Blood test, basic group of blood chemicals",1089.0,20,54.45
72069,"X-ray of middle and lower spine, standing view",1088.0,10,108.8
99218,Hospital observation care typically 30 minutes,1079.0,33,32.7
62319,Injection and continuous infusion into spinal canal,1073.0,5,214.6
95957,Digital analysis of electrical brain wave activity (EEG),1067.0,5,213.4
11044,"Removal of bone, 20.0 sq cm or less",1066.0,4,266.5
74178,CT scan of abdomen and pelvis before and after contrast,1064.0,2,532.0
97162,"Evaluation of physical therapy, typically 30 minutes",1051.0,27,38.93
73560,"X-ray of knee, 1 or 2 views",1049.0,8,131.12
95923,Testing of autonomic (sympathetic) nervous system function,1041.0,5,208.2
73562,"X-ray of knee, 3 views",1037.0,8,129.62
64612,Injection of chemical for destruction of facial nerve muscles,1030.0,4,257.5
95955,Measurement of electrical activity (EEG) outside the brain during surgery,1018.0,7,145.43
72200,"X-ray of sacroiliac joints, less than 3 views",1016.0,6,169.33
64640,Destruction of peripheral nerve or branch,1004.0,8,125.5
77295,"Management of radiation therapy, 3D",998.0,4,249.5
99407,"Smoking and tobacco use intensive counseling, greater than 10 minutes",994.0,5,198.8
99282,"Emergency department visit, low to moderately severe problem",983.0,39,25.21
22850,Removal of spinal instrumentation,983.0,27,36.41
99304,"Initial nursing facility visit, typically 25 minutes per day",980.0,4,245.0
22328,Surgical treatment of broken or dislocated spine bone,970.0,7,138.57
20660,Application of cranial tongs (stabilization device for skull),954.0,21,45.43
73564,"X-ray of knee, 4 or more views",933.0,9,103.67
95822,"Measurement and recording of brain wave (EEG) activity, in coma or asleep",931.0,12,77.58
61512,Removal of brain tumor,922.0,26,35.46
77336,Radiation therapy consultation,920.0,3,306.67
64480,Injection of upper or middle spine nerve root using imaging guidance,905.0,7,129.29
63090,Partial or complete removal of spine bone with release of spinal cord or nerves,900.0,9,100.0
G0444,"Annual depression screening, 15 minutes",897.0,8,112.12
72295,"Radiological supervision and interpretation X-ray of disc of vertebra, lower spine",879.0,5,175.8
74000,"X-ray of abdomen, single view",871.0,4,217.75
G0328,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",869.0,1,869.0
70470,CT scan head or brain before and after contrast,859.0,4,214.75
72156,MRI scan of upper spinal canal before and after contrast,856.0,23,37.22
70496,CT scan of blood vessel of head,849.0,16,53.06
93925,Ultrasound study of arteries and arterial grafts of legs,849.0,4,212.25
61751,"Stereotactic biopsy, aspiration, or excision of brain lesion using CT and/or MRI guidance",841.0,16,52.56
62270,Spinal tap for diagnosis,839.0,13,64.54
15271,"Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, or legs (first 25 sq cm or less)",831.0,3,277.0
95921,Testing of autonomic (sympathetic) nervous system function,827.0,4,206.75
95870,Needle measurement and recording of electrical activity of muscles in arm or leg or non-limb muscles other than middle spinal or cranial nerve supplied muscles,824.0,9,91.56
62304,X-ray of lower spinal canal with radiological supervision and interpretation,811.0,19,42.68
22208,Incision of spine to correct deformity at middle or lower spinal column,808.0,3,269.33
61888,Revision or removal of brain neurostimulator generator or receiver,802.0,22,36.45
J2001,"Injection, lidocaine hcl for intravenous infusion, 10 mg",801.0,6,133.5
62230,Replacement or revision of brain fluid drainage shunt valve or catheter,788.0,8,98.5
64555,Implantation of peripheral nerve neurostimulator electrodes,783.0,15,52.2
93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",783.0,3,261.0
62143,Replacement of bone flap or prosthesis in skull,770.0,9,85.56
82542,Chemical analysis using chromatography technique,768.0,1,768.0
77370,Radiation therapy consultation,760.0,3,253.33
95925,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,755.0,9,83.89
62145,Reshaping of skull bone defect,738.0,8,92.25
77470,Special radiation treatment procedure,737.0,3,245.67
37184,Removal of blood clot from artery or arterial graft using fluoroscopic guidance,733.0,38,19.29
61055,Aspiration of spinal fluid in upper spine,732.0,2,366.0
G0179,"Physician re-certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial im",724.0,9,80.44
81001,Manual urinalysis test with examination using microscope,717.0,6,119.5
99234,Hospital observation or inpatient care low severity,711.0,9,79.0
95811,Sleep monitoring of patient (6 years or older) in sleep lab with continued pressured respiratory assistance by mask or breathing tube,711.0,5,142.2
G0408,"Follow-up inpatient consultation, complex, physicians typically spend 35 minutes communicating with the patient via telehealth",708.0,1,708.0
95813,Measurement of brain wave (EEG) activity greater than 1 hour,705.0,10,70.5
76496,Fluoroscopic procedure,699.0,4,174.75
22844,"Insertion of posterior spinal instrumentation for spinal stabilization, 13 or more vertebral segments",699.0,10,69.9
93922,Ultrasound study of arteries of legs,697.0,3,232.33
77073,X-ray for bone length assessment,696.0,8,87.0
99145,"Moderate sedation services by physician also performing a procedure, each additional 15 minutes",693.0,3,231.0
62160,Insertion of brain fluid shunt catheter using an endoscope,692.0,8,86.5
36465,Injection of chemical agent into single incompetent vein of leg using ultrasound guidance,688.0,1,688.0
J0690,"Injection, cefazolin sodium, 500 mg",688.0,3,229.33
62367,Electronic analysis of spinal canal drug infusion pump,683.0,8,85.38
73510,X-ray of hip 2 or more views,683.0,19,35.95
22511,Injection of bone cement into body of middle spine bone accessed through the skin using imaging guidance,672.0,18,37.33
73120,"X-ray of hand, 2 views",664.0,1,664.0
14001,Tissue transfer repair of wound (10.1 sq centimeters to 30.0 sq centimeters) of the trunk,664.0,5,132.8
76700,Ultrasound of abdomen,663.0,4,165.75
63075,Removal of upper spine disc and release of spinal cord or nerves,663.0,18,36.83
78320,Nuclear medicine study of bone and/or joint,662.0,2,331.0
95979,Electronic analysis and programming of implanted complex deep brain neurostimulator generator system,661.0,5,132.2
95810,Sleep monitoring of patient (6 years or older) in sleep lab,658.0,5,131.6
G0481,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms",656.0,6,109.33
64447,"Injection of anesthetic agent, thigh nerve",648.0,2,324.0
99451,"Telephone or internet assessment and management service provided by consultative physician with written report, 5 minutes or more of medical consultative discussion and review",644.0,13,49.54
99422,"Online digital evaluation and management service for an established patient for up to 7 days, total time 11-20 minutes",643.0,9,71.44
22899,Spine procedure,643.0,19,33.84
61880,Revision or removal of brain neurostimulator electrodes,642.0,5,128.4
61156,Aspiration of blood accumulation or cyst in brain,637.0,6,106.17
22207,Incision of spine to correct deformity at lower spinal column,635.0,6,105.83
77523,"Proton treatment delivery, intermediate",634.0,1,634.0
61697,Repair of bulging of blood vessel (aneurysm) in brain,632.0,18,35.11
36556,Insertion of catheter in vein for infusion,630.0,8,78.75
99305,"Initial nursing facility visit, typically 35 minutes per day",629.0,7,89.86
51703,Insertion of indwelling bladder catheter,628.0,1,628.0
62140,Reshaping of (up to 5 centimeter diameter) skull bone defect,622.0,14,44.43
G0339,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, complete course of therapy in one session or first session of fractionated treatment",619.0,2,309.5
76120,Imaging of organ,618.0,4,154.5
G0181,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of c,612.0,4,153.0
22212,Incision of spine to correct deformity at middle spinal column,612.0,18,34.0
99225,"Subsequent observation care, typically 25 minutes per day",609.0,22,27.68
63046,Partial removal of middle spine bone with release of spinal cord or nerves,608.0,20,30.4
80053,"Blood test, comprehensive group of blood chemicals",607.0,13,46.69
95908,"Nerve transmission studies, 3-4 studies",600.0,13,46.15
76830,Ultrasound pelvis through vagina,596.0,1,596.0
14302,Tissue transfer repair of wound (30.0 sq centimeters),586.0,3,195.33
22510,Injection of bone cement into body of middle spine bone accessed through the skin using imaging guidance,584.0,14,41.71
36216,Insertion of catheter into chest or arm artery,582.0,14,41.57
62100,Repair of membrane covering the brain,580.0,8,72.5
31502,Change of breathing tube of windpipe in neck,578.0,1,578.0
61210,"Implantation of brain catheter, reservoir, EEG electrodes, pressure or other monitoring device",576.0,14,41.14
90960,"Dialysis services (4 or more physician visits per month), patient 20 years of age and older",573.0,2,286.5
93888,Ultrasound limited scanning of head and neck blood flow (inside the brain),563.0,7,80.43
73580,Radiological supervision and interpretation X-ray of knee joint,562.0,2,281.0
63011,Partial removal of bone with release of spinal cord or spinal nerves,559.0,8,69.88
99447,"Telephone or internet assessment and management service provided by consultative physician with verbal and written report, 11-20 minutes of medical consultative discussion and review",552.0,15,36.8
77427,"Radiation treatment management, 5 treatments",552.0,1,552.0
22856,"Insertion of artificial upper spine disc, anterior approach",552.0,15,36.8
74176,CT scan of abdomen and pelvis,550.0,7,78.57
61608,Removal of lesion at skull base,549.0,8,68.62
43760,"Change of stomach feeding, accessed through the skin",546.0,1,546.0
15770,"Creation of skin, fat and muscle graft",545.0,9,60.56
87641,"Detection test for Staphylococcus aureus, methicillin resistant (MRSA bacteria)",544.0,7,77.71
22533,"Fusion of lower spine bones with removal of disc, lateral approach",541.0,16,33.81
72072,"X-ray of middle spine, 3 views",536.0,22,24.36
20225,Deep biopsy of bone using needle or trocar,531.0,9,59.0
92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system,525.0,3,175.0
G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,519.0,1,519.0
11046,Removal of skin and/or muscle,515.0,3,171.67
G0427,"Telehealth consultation, emergency department or initial inpatient, typically 70 minutes or more communicating with the patient via telehealth",511.0,2,255.5
15734,Muscle flap wound repair at trunk,506.0,10,50.6
95720,"Measurement of brain wave activity with video (veeg), 12-26 hours with review and report by health care professional",506.0,6,84.33
64708,Release of nerve of arm or leg,504.0,9,56.0
77011,CT scan guidance for stereotactic localization,502.0,12,41.83
95924,"Testing of autonomic (sympathetic) nervous system function, at least 5 minutes of tilt",497.0,3,165.67
73620,"X-ray of foot, 2 views",489.0,2,244.5
20900,Small bone graft from any donor area,486.0,7,69.43
14021,"Repair of wound of scalp, arms, or legs by transferring skin, 10.1-30.0 sq cm",482.0,1,482.0
01996,Daily hospital management of continuous spinal drug administration,477.0,1,477.0
36140,Insertion of needle or catheter into an artery of arm or leg,477.0,5,95.4
61592,Removal of cheek bone and skull to approach brain lesion,473.0,9,52.56
87640,Detection test for Staphylococcus aureus (bacteria),471.0,6,78.5
76770,Ultrasound behind abdominal cavity,469.0,1,469.0
22800,"Fusion of spine bones for correction of deformity, posterior approach, up to 6 vertebral segments",468.0,10,46.8
61107,Insertion of brain drainage catheter or fluid pressure recording/monitoring device,468.0,20,23.4
82055,Alcohol (ethanol) level,455.0,2,227.5
62351,"Implantation, revision, or repositioning of catheter in spinal canal for medication administration",453.0,4,113.25
G0436,"Smoking and tobacco cessation counseling visit for the asymptomatic patient; intermediate, greater than 3 minutes, up to 10 minutes",453.0,8,56.62
11721,Removal of tissue from 6 or more finger or toe nails,452.0,1,452.0
99347,"Established patient home visit, typically 15 minutes",452.0,2,226.0
J0171,"Injection, adrenalin, epinephrine, 0.1 mg",450.0,1,450.0
95812,"Measurement of brain wave (EEG) activity, 41-60 minutes",447.0,7,63.86
77421,X-ray guidance for radiation therapy delivery,446.0,2,223.0
77525,"Proton treatment delivery, complex",442.0,1,442.0
71010,"X-ray of chest, 1 view, front",439.0,5,87.8
85018,Hemoglobin measurement,439.0,2,219.5
93975,"Ultrasound scan of abdominal, pelvic, and/or scrotal arterial inflow and venous outflow",438.0,1,438.0
27370,Injection of contract for X-ray imaging of knee,433.0,2,216.5
81000,Manual urinalysis test with examination using microscope,433.0,3,144.33
11010,Removal of foreign material from skin and tissue at open fracture and/or dislocation,432.0,1,432.0
G0478,"Drug tests(s), presumptive, any number of drug classes; any number of devices or procedures, (eg immunoassay) read by instrument-assisted direct optical observation (eg, dipsticks, cups, cards, cartridges), includes sample validation when performed, per da",432.0,6,72.0
82962,Blood glucose (sugar) test performed by hand-held instrument,432.0,3,144.0
15777,Implantation of biologic implant to soft tissue,430.0,3,143.33
87426,Detection test by immunoassay technique for severe acute respiratory syndrome coronavirus,429.0,4,107.25
95943,Testing of autonomic (parasympathetic and sympathetic) nervous system function,420.0,2,210.0
22226,Incision of spine bone with removal of disc in spinal column,410.0,8,51.25
95926,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the legs,410.0,5,82.0
96137,"Psychological or neuropsychological test administration and scoring by qualified health care professional, additional 30 minutes",409.0,1,409.0
70549,MRA scan of neck blood vessels before and after contrast,405.0,1,405.0
61650,Infusion of chemical agent into the artery of brain with insertion of catheter and imaging,396.0,8,49.5
G0008,Administration of influenza virus vaccine,394.0,5,78.8
G0168,Wound closure utilizing tissue adhesive(s) only,388.0,2,194.0
31500,Emergent insertion of breathing tube into windpipe cartilage using an endoscope,388.0,6,64.67
14301,Tissue transfer repair of wound (30.1 to 60.0 sq centimeters),385.0,3,128.33
72126,CT scan of upper spine with contrast,384.0,13,29.54
62290,Injection of dye for X-ray imaging of spine disc,381.0,4,95.25
61619,Repair of brain covering by vascular or combined vascular muscle graft,381.0,6,63.5
63621,Stereotactic treatment of spine growth,381.0,7,54.43
37202,Insertion of catheter into blood vessel for drug infusion,379.0,8,47.38
22224,Incision of spine bone with removal of disc material at lower spinal column,377.0,9,41.89
99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",373.0,3,124.33
96365,"Infusion into a vein for therapy, prevention, or diagnosis up to 1 hour",371.0,2,185.5
63055,Release of middle spinal cord and/or nerves,369.0,5,73.8
72157,MRI scan of middle spinal canal before and after contrast,360.0,6,60.0
99281,"Emergency department visit, self limited or minor problem",360.0,11,32.73
22512,Injection of bone cement into body of middle or lower spine accessed through the skin using imaging guidance,357.0,8,44.62
90935,Hemodialysis procedure with one physician evaluation,355.0,3,118.33
72129,CT scan of middle spine with contrast,354.0,11,32.18
20975,Electrical stimulation to aid bone healing; invasive (operative),352.0,8,44.0
63102,Partial or complete removal of lower spine bone with release of spinal cord or nerves,349.0,4,87.25
93882,Ultrasound limited scanning of head and neck blood flow (outside the brain),347.0,3,115.67
36218,Insertion of catheter into chest or arm artery,346.0,3,115.33
81002,"Urinalysis, manual test",344.0,7,49.14
99423,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",342.0,9,38.0
A9561,"Technetium tc-99m oxidronate, diagnostic, per study dose, up to 30 millicuries",342.0,1,342.0
92083,Measurement of field of vision during daylight conditions,340.0,1,340.0
A9503,"Technetium tc-99m medronate, diagnostic, per study dose, up to 30 millicuries",340.0,2,170.0
72090,"X-ray of spine, scoliosis study",340.0,7,48.57
63103,"Removal of middle or lower spine bone with release of spinal cord and/or nerves, lateral extracavitary approach",339.0,2,169.5
95977,"Electronic analysis of implanted brain, spinal cord or peripheral stimulation device with complex cranial nerve stimulator programming",337.0,8,42.12
72202,"X-ray of joint between lower spine and hip bone, 3 or more views",332.0,6,55.33
97762,"Evaluation of orthotic or prosthetic use, each 15 minutes",330.0,2,165.0
36620,Insertion of arterial catheter for blood sampling or infusion,330.0,11,30.0
92537,Assessment and recording of balance system during hot and cold irrigation of both ears,328.0,3,109.33
11012,"Removal of foreign material from skin, tissue, muscle, and bone at open fracture and/or dislocation",328.0,1,328.0
93893,Ultrasound scanning for blood clot detection with microbubble injection in head and neck vessel blood flow (inside the brain),326.0,3,108.67
49320,Diagnostic examination of the abdomen using an endoscope,324.0,2,162.0
70552,MRI scan of brain with contrast,322.0,11,29.27
95953,Monitoring and localization of seizure activity over 24-hour period using portable 16-channel electroencephalograph (EEG),315.0,4,78.75
99224,"Subsequent observation care, typically 15 minutes per day",314.0,12,26.17
96118,"Neuropsychological testing, interpretation, and report by psychologist or physician per hour",314.0,2,157.0
76100,Imaging procedure of body section,314.0,1,314.0
75716,Imaging of artery of arms or legs,313.0,5,62.6
73630,"X-ray of foot, minimum of 3 views",306.0,3,102.0
36410,Insertion of needle into vein for diagnostic procedure,306.0,3,102.0
75896,Radiological supervision and interpretation of infusion via catheter for destruction of blood clot,305.0,6,50.83
14041,"Repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet by transferring skin, 10.1-30.0 sq cm",304.0,1,304.0
92270,Evaluation of retinal response to light,303.0,2,151.5
63076,Removal of upper spine disc and release of spinal cord or nerves,302.0,7,43.14
63051,Reconstruction of bone around spinal canal with release of spinal cord,299.0,17,17.59
61623,Balloon occlusion of head or neck artery,290.0,5,58.0
36246,Insertion of catheter into abdominal pelvic or leg artery,289.0,3,96.33
94010,Measurement and graphic recording of total and timed exhaled air capacity,289.0,1,289.0
85027,"Complete blood cell count (red cells, white blood cell, platelets), automated test",288.0,4,72.0
14040,"Repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet by transferring skin, 10.0 sq cm or less",287.0,1,287.0
22802,"Fusion of spine bones for correction of deformity, posterior approach, 7 to 12 vertebral segments",285.0,12,23.75
20251,Incisional biopsy of spine bone at upper or lower spinal column,280.0,2,140.0
63020,Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in upper spine,279.0,10,27.9
99448,"Telephone or internet assessment and management service provided by consultative physician with verbal and written report, 21-30 minutes of medical consultative discussion and review",279.0,10,27.9
72192,CT scan pelvis,278.0,5,55.6
70498,CT scan of neck blood vessels with contrast,277.0,7,39.57
63662,Removal of spinal neurostimulator electrodes,276.0,16,17.25
95956,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG),275.0,3,91.67
77080,Bone density measurement spine or hips using dedicated X-ray machine,274.0,12,22.83
62328,Removal of spinal fluid with lower back spinal tap for diagnostic test using imaging guidance,270.0,3,90.0
70460,Ct scan head or brain with contrast,266.0,7,38.0
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",261.5,2,130.75
22868,Insertion of stabilizing or separating device into lower spine at additional level with open decompression,258.0,6,43.0
14000,Tissue transfer repair of wound (10 sq centimeters or less) of the trunk,258.0,3,86.0
77371,"Radiation therapy delivery, stereotactic radiosurgery (SRS)",257.0,1,257.0
64795,Biopsy of nerve,257.0,4,64.25
22220,Incision of spine bone with removal of disc at upper spinal column,256.0,5,51.2
22521,Injection of cement into body of lower spine bone,255.0,11,23.18
92542,Observation and recording from multiple positions of abnormal eye movements,253.0,4,63.25
J2405,"Injection, ondansetron hydrochloride, per 1 mg",253.0,1,253.0
75774,Review by radiologist of additional artery image,252.0,1,252.0
64714,Release of nerve of upper leg,252.0,8,31.5
90961,"Dialysis services (2-3 physician visits per month), patient 20 years of age and older",252.0,2,126.0
20200,Biopsy of muscle,251.0,4,62.75
95937,Testing with stimulation with assessment of function at muscle-nerve junction,250.0,5,50.0
61582,Removal of facial bone to approach brain lesion,248.0,2,124.0
22520,Injection of cement into body of middle spine bone,248.0,11,22.55
61140,Drainage or biopsy of brain or lesion,245.0,3,81.67
77014,CT scan guidance for insertion of radiation therapy fields,245.0,2,122.5
64643,"Injection of chemical for destruction of nerve muscles on arm or leg, 1-4 muscles",244.0,1,244.0
0171T,Insertion of lower spine spinous process distraction device using imaging guidance,244.0,13,18.77
95962,Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function,242.0,5,48.4
64610,Destruction of trigeminal (facial) nerve branch under X-ray monitoring,241.0,7,34.43
77078,CT scan bone mineral density study 1 or more sites,241.0,3,80.33
75809,Imaging of vascular diversion device,240.0,3,80.0
15275,"Application of skin substitute (wound surface up to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 25 sq cm or less)",239.0,2,119.5
99439,"Chronic care management services for two or more chronic conditions, additional 20 minutes of clinical staff time directed by health care professional, per calendar month",238.0,2,119.0
92611,Fluoroscopic and video recorded motion evaluation of swallowing function,238.0,1,238.0
96401,Non-hormonal anti-neoplastic chemotherapy beneath the skin or into muscle,237.0,1,237.0
73521,"X-ray of both hips with pelvis, 2 views",235.0,8,29.38
74177,CT scan of abdomen and pelvis,234.0,4,58.5
J3420,"Injection, vitamin b-12 cyanocobalamin, up  to 1000 mcg",233.0,4,58.25
63276,Removal or biopsy of middle spine bone growth,232.0,5,46.4
13101,Repair of wound (2.6 centimeters to 7.5 centimeters) of trunk,231.0,2,115.5
62256,Removal of brain and spinal fluid shunt system,226.0,6,37.67
64418,"Injection of anesthetic agent, collar bone nerve",223.0,2,111.5
92950,Attempt to restart heart and lungs,223.0,2,111.5
71250,CT scan chest,223.0,4,55.75
J0696,"Injection, ceftriaxone sodium, per 250 mg",222.0,1,222.0
73110,"X-ray of wrist, minimum of 3 views",220.0,1,220.0
99446,"Telephone or internet assessment and management service provided byconsultative physician with verbal and written report, 5-10 minutes of medical consultative discussion and review",220.0,7,31.43
72195,MRI scan of pelvis,219.0,3,73.0
63707,Repair of spinal fluid leak,219.0,4,54.75
62281,Injection of spinal canal to destroy nerve,219.0,1,219.0
95961,Mapping of electrical brain wave activity (EEG) using electrodes on brain surface to provoke seizure activity or assess brain function,218.0,8,27.25
96132,"Neuropsychological testing evaluation by qualified health care professional, first 60 minutes",217.0,4,54.25
62192,Creation of brain fluid drainage shunt,216.0,4,54.0
62220,Creation of brain fluid drainage shunt,216.0,4,54.0
87811,Detection test by immunoassay with direct visual observation for severe acute respiratory syndrome coronavirus 2 (covid-19),215.0,1,215.0
61601,Removal of lesion at skull base,213.0,6,35.5
97033,"Application of medication through skin using electrical current, each 15 minutes",212.0,1,212.0
62380,Decompression of spinal cord and/or nerve root in lower back using endoscope,211.0,4,52.75
99487,Complex chronic care management services 60 minutes clinical staff time,211.0,2,105.5
63661,Removal or revision of spinal neurostimulator electrodes,211.0,7,30.14
G0480,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms",210.0,2,105.0
61584,Removal of facial bone to approach brain lesion,208.0,5,41.6
21499,Musculoskeletal procedure of head,203.0,4,50.75
10180,Drainage of wound infection after surgery,202.0,4,50.5
27447,Repair of knee joint,202.0,2,101.0
99483,"Assessment of and care planning for patient with impaired thought processing, typically 50 minutes",201.0,2,100.5
22869,Insertion of stabilizing or separating device into lower spine at single level,199.0,4,49.75
71045,"X-ray of chest, 1 view",199.0,4,49.75
96133,"Neuropsychological testing evaluation by qualified health care professional, additional 60 minutes",198.0,1,198.0
95718,"Measurement of brain wave activity with video (veeg), 2-12 hours with review and report by health care professional",197.0,3,65.67
64646,"Injection of chemical for destruction of nerve muscles on trunk, 5 or more muscles",197.0,1,197.0
93924,Ultrasound of leg arteries at rest and after exercise,195.0,1,195.0
61580,Removal of nasal sinuses to approach brain lesion,190.0,2,95.0
64613,Injection of chemical for destruction of neck muscles,188.0,5,37.6
62141,"Repair of skull bone defect, more than 5.0 cm",187.0,5,37.4
61700,Repair of bulging of blood vessel (aneurysm) in brain,184.0,4,46.0
J7030,"Infusion, normal saline solution , 1000 cc",183.0,2,91.5
20205,Deep biopsy of muscle,182.0,8,22.75
95806,"Sleep study including heart rate, breathing, airflow, and effort",182.0,2,91.0
62225,Replacement or irrigation of brain fluid drainage shunt catheter,181.0,2,90.5
11011,"Removal of foreign material from skin, tissue, and muscle at open fracture and/or dislocation",181.0,1,181.0
97163,"Evaluation of physical therapy, typically 45 minutes",179.0,1,179.0
13121,"Complicated repair of wound of scalp, arms, or legs, 2.6-7.5 cm",179.0,1,179.0
G6002,Stereoscopic x-ray guidance for localization of target volume for the delivery of radiation therapy,179.0,1,179.0
72270,"Imaging of spinal canal, 2 or more spinal regions",178.0,4,44.5
95829,Measurement of brain activity (EEG) during surgery,178.0,2,89.0
